date,phc_id,medicine_id,stock,patient_footfall,temperature,disease_cases,day_of_week,month,lag_1,lag_7,rolling_mean_7,daily_consumption
2025-06-18,PHC001,MED004,278,132,24.0,37,2,6,36.0,65.0,69.28571428571429,88
2025-06-19,PHC001,MED004,220,84,23.3,36,3,6,88.0,67.0,72.57142857142857,58
2025-06-20,PHC001,MED004,521,130,25.3,25,4,6,58.0,69.0,71.28571428571429,89
2025-06-21,PHC001,MED004,438,107,31.1,27,5,6,89.0,66.0,74.14285714285714,83
2025-06-22,PHC001,MED004,362,119,30.6,34,6,6,83.0,89.0,76.57142857142857,76
2025-06-23,PHC001,MED004,978,130,32.6,40,0,6,76.0,93.0,74.71428571428571,98
2025-06-24,PHC001,MED004,904,127,24.6,27,1,6,98.0,36.0,75.42857142857143,74
2025-06-25,PHC001,MED004,827,115,27.9,29,2,6,74.0,88.0,80.85714285714286,77
2025-06-26,PHC001,MED004,723,148,23.0,37,3,6,77.0,58.0,79.28571428571429,104
2025-06-27,PHC001,MED004,650,132,24.9,41,4,6,104.0,89.0,85.85714285714286,73
2025-06-28,PHC001,MED004,538,151,33.8,38,5,6,73.0,83.0,83.57142857142857,112
2025-06-29,PHC001,MED004,481,103,25.6,33,6,6,112.0,76.0,87.71428571428571,57
2025-01-08,PHC001,MED005,1084,126,29.6,33,2,1,55.0,35.0,48.142857142857146,43
2025-01-09,PHC001,MED005,1027,128,25.0,35,3,1,43.0,53.0,49.285714285714285,57
2025-01-10,PHC001,MED005,970,121,34.4,27,4,1,57.0,31.0,49.857142857142854,57
2025-01-11,PHC001,MED005,904,141,30.9,28,5,1,57.0,51.0,53.57142857142857,66
2025-01-12,PHC001,MED005,829,133,25.3,35,6,1,66.0,62.0,55.714285714285715,75
2025-01-13,PHC001,MED005,785,120,20.7,22,0,1,75.0,50.0,57.57142857142857,44
2025-01-14,PHC001,MED005,730,120,33.2,32,1,1,44.0,55.0,56.714285714285715,55
2025-01-15,PHC001,MED005,684,106,32.4,30,2,1,55.0,43.0,56.714285714285715,46
2025-01-16,PHC001,MED005,648,95,26.8,23,3,1,46.0,57.0,57.142857142857146,36
2025-01-17,PHC001,MED005,600,115,20.3,27,4,1,36.0,57.0,54.142857142857146,48
2025-01-18,PHC001,MED005,518,139,22.4,29,5,1,48.0,66.0,52.857142857142854,82
2025-01-19,PHC001,MED005,453,163,34.7,46,6,1,82.0,75.0,55.142857142857146,65
2025-01-20,PHC001,MED005,397,151,26.5,43,0,1,65.0,44.0,53.714285714285715,56
2025-01-21,PHC001,MED005,349,103,26.5,20,1,1,56.0,55.0,55.42857142857143,48
2025-01-22,PHC001,MED005,299,119,28.3,34,2,1,48.0,46.0,54.42857142857143,50
2025-01-23,PHC001,MED005,244,131,29.9,29,3,1,50.0,36.0,55.0,55
2025-01-24,PHC001,MED005,187,121,27.4,25,4,1,55.0,48.0,57.714285714285715,57
2025-01-25,PHC001,MED005,661,133,21.3,33,5,1,57.0,82.0,59.0,71
2025-01-26,PHC001,MED005,603,113,22.6,28,6,1,71.0,65.0,57.42857142857143,58
2025-01-27,PHC001,MED005,556,113,32.7,30,0,1,58.0,56.0,56.42857142857143,47
2025-01-28,PHC001,MED005,500,128,21.4,24,1,1,47.0,48.0,55.142857142857146,56
2025-01-29,PHC001,MED005,458,105,33.3,25,2,1,56.0,50.0,56.285714285714285,42
2025-01-30,PHC001,MED005,396,126,23.4,31,3,1,42.0,55.0,55.142857142857146,62
2025-01-31,PHC001,MED005,352,114,31.3,30,4,1,62.0,57.0,56.142857142857146,44
2025-02-01,PHC001,MED005,287,126,34.6,28,5,2,44.0,71.0,54.285714285714285,65
2025-02-02,PHC001,MED005,231,115,32.6,25,6,2,65.0,58.0,53.42857142857143,56
2025-02-03,PHC001,MED005,193,100,27.1,15,0,2,56.0,47.0,53.142857142857146,38
2025-02-04,PHC001,MED005,691,127,21.2,27,1,2,38.0,56.0,51.857142857142854,59
2025-02-05,PHC001,MED005,653,101,28.6,19,2,2,59.0,42.0,52.285714285714285,38
2025-02-06,PHC001,MED005,617,123,34.2,30,3,2,38.0,62.0,51.714285714285715,36
2025-02-07,PHC001,MED005,562,126,22.9,33,4,2,36.0,44.0,48.0,55
2025-02-08,PHC001,MED005,493,137,30.2,34,5,2,55.0,65.0,49.57142857142857,69
2025-02-09,PHC001,MED005,409,158,24.8,43,6,2,69.0,56.0,50.142857142857146,84
2025-02-10,PHC001,MED005,370,110,21.3,18,0,2,84.0,38.0,54.142857142857146,39
2025-02-11,PHC001,MED005,331,108,33.8,30,1,2,39.0,59.0,54.285714285714285,39
2025-02-12,PHC001,MED005,274,137,28.8,34,2,2,39.0,38.0,51.42857142857143,57
2025-02-13,PHC001,MED005,224,107,28.7,30,3,2,57.0,36.0,54.142857142857146,50
2025-02-14,PHC001,MED005,172,121,21.6,29,4,2,50.0,55.0,56.142857142857146,52
2025-02-15,PHC001,MED005,130,106,33.2,33,5,2,52.0,69.0,55.714285714285715,42
2025-02-16,PHC001,MED005,578,130,28.6,39,6,2,42.0,84.0,51.857142857142854,58
2025-02-17,PHC001,MED005,523,116,30.4,33,0,2,58.0,39.0,48.142857142857146,55
2025-02-18,PHC001,MED005,461,145,25.0,38,1,2,55.0,39.0,50.42857142857143,62
2025-02-19,PHC001,MED005,409,139,20.3,44,2,2,62.0,57.0,53.714285714285715,52
2025-02-20,PHC001,MED005,368,119,24.2,25,3,2,52.0,50.0,53.0,41
2025-02-21,PHC001,MED005,312,115,22.0,36,4,2,41.0,52.0,51.714285714285715,56
2025-02-22,PHC001,MED005,241,147,32.4,35,5,2,56.0,42.0,52.285714285714285,71
2025-02-23,PHC001,MED005,894,147,23.2,34,6,2,71.0,58.0,56.42857142857143,68
2025-02-24,PHC001,MED005,852,100,27.7,28,0,2,68.0,55.0,57.857142857142854,42
2025-02-25,PHC001,MED005,803,118,30.6,29,1,2,42.0,62.0,56.0,49
2025-02-26,PHC001,MED005,766,93,27.9,28,2,2,49.0,52.0,54.142857142857146,37
2025-02-27,PHC001,MED005,721,110,20.9,29,3,2,37.0,41.0,52.0,45
2025-02-28,PHC001,MED005,667,119,25.4,30,4,2,45.0,56.0,52.57142857142857,54
2025-03-01,PHC001,MED005,592,145,33.8,31,5,3,54.0,71.0,52.285714285714285,75
2025-03-02,PHC001,MED005,551,127,27.3,28,6,3,75.0,68.0,52.857142857142854,41
2025-03-03,PHC001,MED005,499,127,25.2,25,0,3,41.0,42.0,49.0,52
2025-03-04,PHC001,MED005,450,120,32.5,26,1,3,52.0,49.0,50.42857142857143,49
2025-03-05,PHC001,MED005,400,116,31.7,38,2,3,49.0,37.0,50.42857142857143,50
2025-03-06,PHC001,MED005,351,117,23.4,32,3,3,50.0,45.0,52.285714285714285,49
2025-03-07,PHC001,MED005,297,135,34.5,23,4,3,49.0,54.0,52.857142857142854,54
2025-03-08,PHC001,MED005,233,124,22.0,25,5,3,54.0,75.0,52.857142857142854,64
2025-03-09,PHC001,MED005,812,155,34.1,39,6,3,64.0,41.0,51.285714285714285,85
2025-03-10,PHC001,MED005,761,135,26.4,32,0,3,85.0,52.0,57.57142857142857,51
2025-03-11,PHC001,MED005,703,124,30.2,30,1,3,51.0,49.0,57.42857142857143,58
2025-03-12,PHC001,MED005,662,121,21.5,25,2,3,58.0,50.0,58.714285714285715,41
2025-03-13,PHC001,MED005,620,113,29.7,30,3,3,41.0,49.0,57.42857142857143,42
2025-03-14,PHC001,MED005,563,104,21.6,23,4,3,42.0,54.0,56.42857142857143,57
2025-03-15,PHC001,MED005,505,149,23.9,30,5,3,57.0,64.0,56.857142857142854,58
2025-03-16,PHC001,MED005,438,124,24.5,20,6,3,58.0,85.0,56.0,67
2025-03-17,PHC001,MED005,389,135,32.0,41,0,3,67.0,51.0,53.42857142857143,49
2025-03-18,PHC001,MED005,350,96,30.2,19,1,3,49.0,58.0,53.142857142857146,39
2025-03-19,PHC001,MED005,311,93,26.3,27,2,3,39.0,41.0,50.42857142857143,39
2025-03-20,PHC001,MED005,268,111,30.6,28,3,3,39.0,42.0,50.142857142857146,43
2025-03-21,PHC001,MED005,225,110,28.0,26,4,3,43.0,57.0,50.285714285714285,43
2025-03-22,PHC001,MED005,173,139,30.1,24,5,3,43.0,58.0,48.285714285714285,52
2025-03-23,PHC001,MED005,472,130,22.7,38,6,3,52.0,67.0,47.42857142857143,50
2025-03-24,PHC001,MED005,443,90,30.9,24,0,3,50.0,49.0,45.0,29
2025-03-25,PHC001,MED005,403,102,29.8,35,1,3,29.0,39.0,42.142857142857146,40
2025-03-26,PHC001,MED005,364,116,33.1,32,2,3,40.0,39.0,42.285714285714285,39
2025-03-27,PHC001,MED005,302,129,27.0,27,3,3,39.0,43.0,42.285714285714285,62
2025-03-28,PHC001,MED005,259,118,29.5,30,4,3,62.0,43.0,45.0,43
2025-03-29,PHC001,MED005,198,121,21.8,27,5,3,43.0,52.0,45.0,61
2025-03-30,PHC001,MED005,535,124,26.2,25,6,3,61.0,50.0,46.285714285714285,65
2025-03-31,PHC001,MED005,474,108,33.4,18,0,3,65.0,29.0,48.42857142857143,61
2025-04-01,PHC001,MED005,424,123,32.9,30,1,4,61.0,40.0,53.0,50
2025-04-02,PHC001,MED005,361,120,24.7,22,2,4,50.0,39.0,54.42857142857143,63
2025-04-03,PHC001,MED005,308,130,23.1,34,3,4,63.0,62.0,57.857142857142854,53
2025-04-04,PHC001,MED005,263,95,31.7,28,4,4,53.0,43.0,56.57142857142857,45
2025-04-05,PHC001,MED005,205,142,26.4,39,5,4,45.0,61.0,56.857142857142854,58
2025-04-06,PHC001,MED005,926,139,31.0,40,6,4,58.0,65.0,56.42857142857143,65
2025-04-07,PHC001,MED005,871,127,32.5,32,0,4,65.0,61.0,56.42857142857143,55
2025-04-08,PHC001,MED005,820,135,30.4,31,1,4,55.0,50.0,55.57142857142857,51
2025-04-09,PHC001,MED005,778,110,25.8,29,2,4,51.0,63.0,55.714285714285715,42
2025-04-10,PHC001,MED005,737,109,24.4,29,3,4,42.0,53.0,52.714285714285715,41
2025-04-11,PHC001,MED005,678,111,25.1,21,4,4,41.0,45.0,51.0,59
2025-04-12,PHC001,MED005,620,100,25.4,19,5,4,59.0,58.0,53.0,58
2025-04-13,PHC001,MED005,556,145,33.8,47,6,4,58.0,65.0,53.0,64
2025-04-14,PHC001,MED005,509,120,31.0,29,0,4,64.0,55.0,52.857142857142854,47
2025-04-15,PHC001,MED005,465,107,25.5,25,1,4,47.0,51.0,51.714285714285715,44
2025-04-16,PHC001,MED005,422,111,28.0,30,2,4,44.0,42.0,50.714285714285715,43
2025-04-17,PHC001,MED005,355,161,29.9,45,3,4,43.0,41.0,50.857142857142854,67
2025-04-18,PHC001,MED005,313,112,25.7,26,4,4,67.0,59.0,54.57142857142857,42
2025-04-19,PHC001,MED005,260,115,22.3,27,5,4,42.0,58.0,52.142857142857146,53
2025-04-20,PHC001,MED005,196,112,29.9,25,6,4,53.0,64.0,51.42857142857143,64
2025-04-21,PHC001,MED005,147,112,22.1,34,0,4,64.0,47.0,51.42857142857143,49
2025-04-22,PHC001,MED005,458,108,21.7,26,1,4,49.0,44.0,51.714285714285715,43
2025-04-23,PHC001,MED005,412,94,31.7,23,2,4,43.0,43.0,51.57142857142857,46
2025-04-24,PHC001,MED005,375,79,22.4,16,3,4,46.0,67.0,52.0,37
2025-04-25,PHC001,MED005,343,83,30.3,17,4,4,37.0,42.0,47.714285714285715,32
2025-04-26,PHC001,MED005,277,133,21.7,35,5,4,32.0,53.0,46.285714285714285,66
2025-04-27,PHC001,MED005,219,116,34.2,26,6,4,66.0,64.0,48.142857142857146,58
2025-04-28,PHC001,MED005,184,108,29.7,25,0,4,58.0,49.0,47.285714285714285,35
2025-04-29,PHC001,MED005,145,75,24.0,22,1,4,35.0,43.0,45.285714285714285,39
2025-04-30,PHC001,MED005,746,123,25.4,37,2,4,39.0,46.0,44.714285714285715,45
2025-05-01,PHC001,MED005,704,105,21.4,33,3,5,45.0,37.0,44.57142857142857,42
2025-05-02,PHC001,MED005,666,110,22.6,31,4,5,42.0,32.0,45.285714285714285,38
2025-05-03,PHC001,MED005,608,121,29.3,34,5,5,38.0,66.0,46.142857142857146,58
2025-05-04,PHC001,MED005,553,127,26.0,33,6,5,58.0,58.0,45.0,55
2025-05-05,PHC001,MED005,496,126,25.8,30,0,5,55.0,35.0,44.57142857142857,57
2025-05-06,PHC001,MED005,465,93,21.7,17,1,5,57.0,39.0,47.714285714285715,31
2025-05-07,PHC001,MED005,416,113,34.1,26,2,5,31.0,45.0,46.57142857142857,49
2025-05-08,PHC001,MED005,370,127,30.2,24,3,5,49.0,42.0,47.142857142857146,46
2025-05-09,PHC001,MED005,312,120,25.4,34,4,5,46.0,38.0,47.714285714285715,58
2025-05-10,PHC001,MED005,266,136,22.0,41,5,5,58.0,58.0,50.57142857142857,46
2025-05-11,PHC001,MED005,655,138,26.2,33,6,5,46.0,55.0,48.857142857142854,71
2025-05-12,PHC001,MED005,605,118,27.9,39,0,5,71.0,57.0,51.142857142857146,50
2025-05-13,PHC001,MED005,547,113,23.4,20,1,5,50.0,31.0,50.142857142857146,58
2025-05-14,PHC001,MED005,504,106,29.3,18,2,5,58.0,49.0,54.0,43
2025-05-15,PHC001,MED005,469,92,27.2,26,3,5,43.0,46.0,53.142857142857146,35
2025-05-16,PHC001,MED005,422,96,33.4,29,4,5,35.0,58.0,51.57142857142857,47
2025-05-17,PHC001,MED005,368,130,34.0,32,5,5,47.0,46.0,50.0,54
2025-05-18,PHC001,MED005,304,131,31.3,29,6,5,54.0,71.0,51.142857142857146,64
2025-05-19,PHC001,MED005,265,108,24.2,31,0,5,64.0,50.0,50.142857142857146,39
2025-05-20,PHC001,MED005,210,113,21.2,21,1,5,39.0,58.0,48.57142857142857,55
2025-05-21,PHC001,MED005,174,96,21.3,26,2,5,55.0,43.0,48.142857142857146,36
2025-05-22,PHC001,MED005,633,114,20.3,36,3,5,36.0,35.0,47.142857142857146,47
2025-05-23,PHC001,MED005,585,98,20.0,27,4,5,47.0,47.0,48.857142857142854,48
2025-05-24,PHC001,MED005,519,143,27.6,32,5,5,48.0,54.0,49.0,66
2025-05-25,PHC001,MED005,453,137,34.3,41,6,5,66.0,64.0,50.714285714285715,66
2025-05-26,PHC001,MED005,395,118,28.4,30,0,5,66.0,39.0,51.0,58
2025-05-27,PHC001,MED005,352,102,29.9,21,1,5,58.0,55.0,53.714285714285715,43
2025-05-28,PHC001,MED005,310,107,25.1,26,2,5,43.0,36.0,52.0,42
2025-05-29,PHC001,MED005,263,133,24.4,21,3,5,42.0,47.0,52.857142857142854,47
2025-05-30,PHC001,MED005,214,111,22.1,30,4,5,47.0,48.0,52.857142857142854,49
2025-05-31,PHC001,MED005,935,127,21.6,23,5,5,49.0,66.0,53.0,55
2025-06-01,PHC001,MED005,881,125,32.4,33,6,6,55.0,66.0,51.42857142857143,54
2025-06-02,PHC001,MED005,826,119,31.4,33,0,6,54.0,58.0,49.714285714285715,55
2025-06-03,PHC001,MED005,780,120,33.4,28,1,6,55.0,43.0,49.285714285714285,46
2025-06-04,PHC001,MED005,741,95,27.6,25,2,6,46.0,42.0,49.714285714285715,39
2025-06-05,PHC001,MED005,702,114,26.5,27,3,6,39.0,47.0,49.285714285714285,39
2025-06-06,PHC001,MED005,662,85,31.7,15,4,6,39.0,49.0,48.142857142857146,40
2025-06-07,PHC001,MED005,595,119,21.6,33,5,6,40.0,55.0,46.857142857142854,67
2025-06-08,PHC001,MED005,533,120,24.8,24,6,6,67.0,54.0,48.57142857142857,62
2025-06-09,PHC001,MED005,495,104,23.7,20,0,6,62.0,55.0,49.714285714285715,38
2025-06-10,PHC001,MED005,452,103,24.4,28,1,6,38.0,46.0,47.285714285714285,43
2025-06-11,PHC001,MED005,415,107,27.7,18,2,6,43.0,39.0,46.857142857142854,37
2025-06-12,PHC001,MED005,364,125,24.7,25,3,6,37.0,39.0,46.57142857142857,51
2025-06-13,PHC001,MED005,321,95,30.7,24,4,6,51.0,40.0,48.285714285714285,43
2025-06-14,PHC001,MED005,269,118,22.0,19,5,6,43.0,67.0,48.714285714285715,52
2025-06-15,PHC001,MED005,219,92,29.6,25,6,6,52.0,62.0,46.57142857142857,50
2025-06-16,PHC001,MED005,185,108,28.4,18,0,6,50.0,38.0,44.857142857142854,34
2025-06-17,PHC001,MED005,152,96,33.4,22,1,6,34.0,43.0,44.285714285714285,33
2025-06-18,PHC001,MED005,115,84,26.3,18,2,6,33.0,37.0,42.857142857142854,37
2025-06-19,PHC001,MED005,501,115,20.8,27,3,6,37.0,51.0,42.857142857142854,50
2025-06-20,PHC001,MED005,453,114,24.3,25,4,6,50.0,43.0,42.714285714285715,48
2025-06-21,PHC001,MED005,382,160,31.3,38,5,6,48.0,52.0,43.42857142857143,71
2025-06-22,PHC001,MED005,294,158,21.5,41,6,6,71.0,50.0,46.142857142857146,88
2025-06-23,PHC001,MED005,259,96,28.4,29,0,6,88.0,34.0,51.57142857142857,35
2025-06-24,PHC001,MED005,211,116,32.0,37,1,6,35.0,33.0,51.714285714285715,48
2025-06-25,PHC001,MED005,954,136,34.4,38,2,6,48.0,37.0,53.857142857142854,56
2025-06-26,PHC001,MED005,911,99,20.8,12,3,6,56.0,50.0,56.57142857142857,43
2025-06-27,PHC001,MED005,874,104,26.6,32,4,6,43.0,48.0,55.57142857142857,37
2025-06-28,PHC001,MED005,814,135,30.6,40,5,6,37.0,71.0,54.0,60
2025-06-29,PHC001,MED005,746,146,30.9,36,6,6,60.0,88.0,52.42857142857143,68
2025-01-08,PHC002,MED001,405,90,21.4,17,2,1,60.0,66.0,69.71428571428571,66
2025-01-09,PHC002,MED001,350,85,25.0,24,3,1,66.0,72.0,69.71428571428571,55
2025-01-10,PHC002,MED001,297,91,34.9,22,4,1,55.0,59.0,67.28571428571429,53
2025-01-11,PHC002,MED001,976,114,20.1,15,5,1,53.0,95.0,66.42857142857143,84
2025-01-12,PHC002,MED001,925,81,23.7,13,6,1,84.0,93.0,64.85714285714286,51
2025-01-13,PHC002,MED001,846,113,25.7,30,0,1,51.0,43.0,58.857142857142854,79
2025-01-14,PHC002,MED001,783,76,20.4,18,1,1,79.0,60.0,64.0,63
2025-01-15,PHC002,MED001,749,57,27.7,13,2,1,63.0,66.0,64.42857142857143,34
2025-01-16,PHC002,MED001,682,82,24.8,18,3,1,34.0,55.0,59.857142857142854,67
2025-01-17,PHC002,MED001,618,89,34.6,23,4,1,67.0,53.0,61.57142857142857,64
2025-01-18,PHC002,MED001,560,77,29.4,16,5,1,64.0,84.0,63.142857142857146,58
2025-01-19,PHC002,MED001,473,101,32.5,32,6,1,58.0,51.0,59.42857142857143,87
2025-01-20,PHC002,MED001,406,110,26.5,33,0,1,87.0,79.0,64.57142857142857,67
2025-01-21,PHC002,MED001,334,85,30.3,19,1,1,67.0,63.0,62.857142857142854,72
2025-01-22,PHC002,MED001,272,87,22.7,23,2,1,72.0,34.0,64.14285714285714,62
2025-01-23,PHC002,MED001,207,83,32.3,22,3,1,62.0,67.0,68.14285714285714,65
2025-01-24,PHC002,MED001,651,75,24.7,13,4,1,65.0,64.0,67.85714285714286,55
2025-01-25,PHC002,MED001,590,87,29.6,16,5,1,55.0,58.0,66.57142857142857,61
2025-01-26,PHC002,MED001,531,79,21.1,13,6,1,61.0,87.0,67.0,59
2025-01-27,PHC002,MED001,468,89,31.8,21,0,1,59.0,67.0,63.0,63
2025-01-28,PHC002,MED001,412,89,25.9,22,1,1,63.0,72.0,62.42857142857143,56
2025-01-29,PHC002,MED001,354,74,28.0,13,2,1,56.0,62.0,60.142857142857146,58
2025-01-30,PHC002,MED001,296,94,34.4,25,3,1,58.0,65.0,59.57142857142857,58
2025-01-31,PHC002,MED001,228,97,33.7,30,4,1,58.0,55.0,58.57142857142857,68
2025-02-01,PHC002,MED001,745,72,28.3,9,5,2,68.0,61.0,60.42857142857143,67
2025-02-02,PHC002,MED001,679,98,28.6,25,6,2,67.0,59.0,61.285714285714285,66
2025-02-03,PHC002,MED001,613,95,31.1,26,0,2,66.0,63.0,62.285714285714285,66
2025-02-04,PHC002,MED001,556,81,33.6,16,1,2,66.0,56.0,62.714285714285715,57
2025-02-05,PHC002,MED001,497,76,23.8,21,2,2,57.0,58.0,62.857142857142854,59
2025-02-06,PHC002,MED001,416,100,28.5,29,3,2,59.0,58.0,63.0,81
2025-02-07,PHC002,MED001,355,91,29.7,29,4,2,81.0,68.0,66.28571428571429,61
2025-02-08,PHC002,MED001,1046,116,23.8,32,5,2,61.0,67.0,65.28571428571429,96
2025-02-09,PHC002,MED001,951,114,29.8,27,6,2,96.0,66.0,69.42857142857143,95
2025-02-10,PHC002,MED001,886,100,33.5,29,0,2,95.0,66.0,73.57142857142857,65
2025-02-11,PHC002,MED001,823,98,28.8,21,1,2,65.0,57.0,73.42857142857143,63
2025-02-12,PHC002,MED001,775,70,24.7,15,2,2,63.0,59.0,74.28571428571429,48
2025-02-13,PHC002,MED001,712,84,31.1,21,3,2,48.0,81.0,72.71428571428571,63
2025-02-14,PHC002,MED001,674,57,22.0,17,4,2,63.0,61.0,70.14285714285714,38
2025-02-15,PHC002,MED001,621,65,24.6,11,5,2,38.0,96.0,66.85714285714286,53
2025-02-16,PHC002,MED001,542,87,29.1,20,6,2,53.0,95.0,60.714285714285715,79
2025-02-17,PHC002,MED001,497,58,23.9,18,0,2,79.0,65.0,58.42857142857143,45
2025-02-18,PHC002,MED001,426,88,21.1,20,1,2,45.0,63.0,55.57142857142857,71
2025-02-19,PHC002,MED001,364,85,26.1,27,2,2,71.0,48.0,56.714285714285715,62
2025-02-20,PHC002,MED001,342,55,28.3,7,3,2,62.0,63.0,58.714285714285715,22
2025-02-21,PHC002,MED001,292,68,25.5,8,4,2,22.0,38.0,52.857142857142854,50
2025-02-22,PHC002,MED001,774,100,31.0,33,5,2,50.0,53.0,54.57142857142857,79
2025-02-23,PHC002,MED001,676,112,20.2,32,6,2,79.0,79.0,58.285714285714285,98
2025-02-24,PHC002,MED001,619,86,34.7,34,0,2,98.0,45.0,61.0,57
2025-02-25,PHC002,MED001,574,60,28.5,16,1,2,57.0,71.0,62.714285714285715,45
2025-02-26,PHC002,MED001,536,55,22.2,9,2,2,45.0,62.0,59.0,38
2025-02-27,PHC002,MED001,500,48,23.5,20,3,2,38.0,22.0,55.57142857142857,36
2025-02-28,PHC002,MED001,453,82,30.0,24,4,2,36.0,50.0,57.57142857142857,47
2025-03-01,PHC002,MED001,362,93,33.2,14,5,3,47.0,79.0,57.142857142857146,91
2025-03-02,PHC002,MED001,698,117,21.5,31,6,3,91.0,98.0,58.857142857142854,104
2025-03-03,PHC002,MED001,650,79,28.2,21,0,3,104.0,57.0,59.714285714285715,48
2025-03-04,PHC002,MED001,596,93,25.5,29,1,3,48.0,45.0,58.42857142857143,54
2025-03-05,PHC002,MED001,556,60,33.6,10,2,3,54.0,38.0,59.714285714285715,40
2025-03-06,PHC002,MED001,516,69,33.0,16,3,3,40.0,36.0,60.0,40
2025-03-07,PHC002,MED001,464,84,22.1,16,4,3,40.0,47.0,60.57142857142857,52
2025-03-08,PHC002,MED001,385,99,29.7,26,5,3,52.0,91.0,61.285714285714285,79
2025-03-09,PHC002,MED001,291,105,21.8,21,6,3,79.0,104.0,59.57142857142857,94
2025-03-10,PHC002,MED001,241,86,30.8,30,0,3,94.0,48.0,58.142857142857146,50
2025-03-11,PHC002,MED001,490,85,32.5,21,1,3,50.0,54.0,58.42857142857143,62
2025-03-12,PHC002,MED001,428,83,28.9,23,2,3,62.0,40.0,59.57142857142857,62
2025-03-13,PHC002,MED001,364,97,22.5,26,3,3,62.0,40.0,62.714285714285715,64
2025-03-14,PHC002,MED001,284,99,26.1,21,4,3,64.0,52.0,66.14285714285714,80
2025-03-15,PHC002,MED001,221,91,32.3,28,5,3,80.0,79.0,70.14285714285714,63
2025-03-16,PHC002,MED001,560,105,29.1,25,6,3,63.0,94.0,67.85714285714286,73
2025-03-17,PHC002,MED001,509,86,31.9,24,0,3,73.0,50.0,64.85714285714286,51
2025-03-18,PHC002,MED001,449,87,29.9,18,1,3,51.0,62.0,65.0,60
2025-03-19,PHC002,MED001,366,107,28.9,23,2,3,60.0,62.0,64.71428571428571,83
2025-03-20,PHC002,MED001,302,85,21.6,26,3,3,83.0,64.0,67.71428571428571,64
2025-03-21,PHC002,MED001,573,111,22.2,22,4,3,64.0,80.0,67.71428571428571,78
2025-03-22,PHC002,MED001,474,110,29.0,37,5,3,78.0,63.0,67.42857142857143,99
2025-03-23,PHC002,MED001,410,83,29.9,20,6,3,99.0,73.0,72.57142857142857,64
2025-03-24,PHC002,MED001,328,98,20.0,20,0,3,64.0,51.0,71.28571428571429,82
2025-03-25,PHC002,MED001,272,74,33.1,13,1,3,82.0,60.0,75.71428571428571,56
2025-03-26,PHC002,MED001,228,78,34.1,14,2,3,56.0,83.0,75.14285714285714,44
2025-03-27,PHC002,MED001,883,86,33.6,16,3,3,44.0,64.0,69.57142857142857,73
2025-03-28,PHC002,MED001,830,81,22.0,18,4,3,73.0,78.0,70.85714285714286,53
2025-03-29,PHC002,MED001,755,97,33.2,26,5,3,53.0,99.0,67.28571428571429,75
2025-03-30,PHC002,MED001,680,87,30.6,23,6,3,75.0,64.0,63.857142857142854,75
2025-03-31,PHC002,MED001,633,64,29.8,16,0,3,75.0,82.0,65.42857142857143,47
2025-04-01,PHC002,MED001,576,78,25.4,15,1,4,47.0,56.0,60.42857142857143,57
2025-04-02,PHC002,MED001,493,101,26.4,25,2,4,57.0,44.0,60.57142857142857,83
2025-04-03,PHC002,MED001,443,75,30.2,21,3,4,83.0,73.0,66.14285714285714,50
2025-04-04,PHC002,MED001,404,68,25.6,18,4,4,50.0,53.0,62.857142857142854,39
2025-04-05,PHC002,MED001,345,85,24.6,19,5,4,39.0,75.0,60.857142857142854,59
2025-04-06,PHC002,MED001,277,115,29.9,27,6,4,59.0,75.0,58.57142857142857,68
2025-04-07,PHC002,MED001,218,83,30.5,15,0,4,68.0,47.0,57.57142857142857,59
2025-04-08,PHC002,MED001,808,92,28.3,19,1,4,59.0,57.0,59.285714285714285,66
2025-04-09,PHC002,MED001,761,81,25.8,18,2,4,66.0,83.0,60.57142857142857,47
2025-04-10,PHC002,MED001,723,63,29.0,18,3,4,47.0,50.0,55.42857142857143,38
2025-04-11,PHC002,MED001,669,93,25.6,25,4,4,38.0,39.0,53.714285714285715,54
2025-04-12,PHC002,MED001,609,80,29.8,24,5,4,54.0,59.0,55.857142857142854,60
2025-04-13,PHC002,MED001,539,87,20.9,34,6,4,60.0,68.0,56.0,70
2025-04-14,PHC002,MED001,488,74,32.8,17,0,4,70.0,59.0,56.285714285714285,51
2025-04-15,PHC002,MED001,417,99,22.9,22,1,4,51.0,66.0,55.142857142857146,71
2025-04-16,PHC002,MED001,378,66,30.1,14,2,4,71.0,47.0,55.857142857142854,39
2025-04-17,PHC002,MED001,326,69,34.6,22,3,4,39.0,38.0,54.714285714285715,52
2025-04-18,PHC002,MED001,257,89,26.1,16,4,4,52.0,54.0,56.714285714285715,69
2025-04-19,PHC002,MED001,840,96,30.6,24,5,4,69.0,60.0,58.857142857142854,88
2025-04-20,PHC002,MED001,787,86,25.2,26,6,4,88.0,70.0,62.857142857142854,53
2025-04-21,PHC002,MED001,713,95,29.1,22,0,4,53.0,51.0,60.42857142857143,74
2025-04-22,PHC002,MED001,634,116,26.1,25,1,4,74.0,71.0,63.714285714285715,79
2025-04-23,PHC002,MED001,558,88,24.4,23,2,4,79.0,39.0,64.85714285714286,76
2025-04-24,PHC002,MED001,509,74,32.2,28,3,4,76.0,52.0,70.14285714285714,49
