date,phc_id,medicine_id,stock,daily_consumption,patient_footfall,temperature,disease_cases
15-06-2025,PHC003,MED003,599,73,125,29.7,32
16-06-2025,PHC003,MED003,540,59,116,32,29
17-06-2025,PHC003,MED003,495,45,98,28.3,24
18-06-2025,PHC003,MED003,444,51,102,25.9,31
19-06-2025,PHC003,MED003,408,36,94,21.8,31
20-06-2025,PHC003,MED003,357,51,95,20.4,28
21-06-2025,PHC003,MED003,275,82,127,30.3,35
22-06-2025,PHC003,MED003,959,78,118,22.9,30
23-06-2025,PHC003,MED003,906,53,101,30.3,24
24-06-2025,PHC003,MED003,825,81,139,20.6,38
25-06-2025,PHC003,MED003,754,71,113,31.9,27
26-06-2025,PHC003,MED003,707,47,93,33.9,28
27-06-2025,PHC003,MED003,647,60,106,28.8,25
28-06-2025,PHC003,MED003,564,83,145,29.6,27
29-06-2025,PHC003,MED003,486,78,110,27.4,27
01-01-2025,PHC003,MED004,734,53,99,23.4,32
02-01-2025,PHC003,MED004,662,72,122,33.1,36
03-01-2025,PHC003,MED004,594,68,96,23.1,17
04-01-2025,PHC003,MED004,501,93,145,23.2,37
05-01-2025,PHC003,MED004,415,86,130,21.6,29
06-01-2025,PHC003,MED004,346,69,129,31.4,22
07-01-2025,PHC003,MED004,304,42,103,22.3,30
08-01-2025,PHC003,MED004,236,68,109,34.6,28
09-01-2025,PHC003,MED004,549,71,122,31.7,26
10-01-2025,PHC003,MED004,500,49,121,28.7,25
11-01-2025,PHC003,MED004,408,92,139,21.6,38
12-01-2025,PHC003,MED004,323,85,128,27.1,28
13-01-2025,PHC003,MED004,274,49,96,21.8,23
14-01-2025,PHC003,MED004,207,67,105,26.5,27
15-01-2025,PHC003,MED004,918,64,101,25.5,29
16-01-2025,PHC003,MED004,850,68,114,26,24
17-01-2025,PHC003,MED004,805,45,94,27.4,20
18-01-2025,PHC003,MED004,737,68,135,23.3,26
19-01-2025,PHC003,MED004,646,91,130,24,32
20-01-2025,PHC003,MED004,570,76,112,30.7,29
21-01-2025,PHC003,MED004,505,65,104,31,27
22-01-2025,PHC003,MED004,434,71,101,25.2,27
23-01-2025,PHC003,MED004,365,69,105,31,32
24-01-2025,PHC003,MED004,304,61,119,24.6,28
25-01-2025,PHC003,MED004,966,98,135,24.7,31
26-01-2025,PHC003,MED004,870,96,130,30,20
27-01-2025,PHC003,MED004,803,67,107,34.6,27
28-01-2025,PHC003,MED004,743,60,103,25.3,25
29-01-2025,PHC003,MED004,680,63,109,33.1,27
30-01-2025,PHC003,MED004,613,67,110,24.4,35
31-01-2025,PHC003,MED004,551,62,112,31.3,33
01-02-2025,PHC003,MED004,484,67,119,27.4,31
02-02-2025,PHC003,MED004,411,73,115,30,33
03-02-2025,PHC003,MED004,348,63,126,25,33
04-02-2025,PHC003,MED004,296,52,88,33,21
05-02-2025,PHC003,MED004,236,60,95,29.6,22
06-02-2025,PHC003,MED004,477,74,119,23.3,33
07-02-2025,PHC003,MED004,404,73,109,34.6,27
08-02-2025,PHC003,MED004,321,83,110,22.9,33
09-02-2025,PHC003,MED004,247,74,120,30.2,39
10-02-2025,PHC003,MED004,831,63,123,34.4,27
11-02-2025,PHC003,MED004,765,66,108,28.8,24
12-02-2025,PHC003,MED004,708,57,121,22.9,28
13-02-2025,PHC003,MED004,655,53,98,31.9,25
14-02-2025,PHC003,MED004,606,49,85,25.2,17
15-02-2025,PHC003,MED004,525,81,127,30.2,34
16-02-2025,PHC003,MED004,444,81,114,28.4,27
17-02-2025,PHC003,MED004,370,74,124,26.8,34
18-02-2025,PHC003,MED004,304,66,115,21.9,37
19-02-2025,PHC003,MED004,228,76,110,20.7,21
20-02-2025,PHC003,MED004,175,53,130,31.8,40
21-02-2025,PHC003,MED004,491,57,109,30.7,15
22-02-2025,PHC003,MED004,392,99,136,28.8,33
23-02-2025,PHC003,MED004,302,90,131,32.2,28
24-02-2025,PHC003,MED004,239,63,99,34.5,20
25-02-2025,PHC003,MED004,811,75,116,28.5,27
26-02-2025,PHC003,MED004,734,77,129,22.1,25
27-02-2025,PHC003,MED004,673,61,98,24.6,21
28-02-2025,PHC003,MED004,609,64,99,26.9,35
01-03-2025,PHC003,MED004,510,99,150,27.9,38
02-03-2025,PHC003,MED004,440,70,120,30.3,24
03-03-2025,PHC003,MED004,370,70,120,26.9,17
04-03-2025,PHC003,MED004,305,65,112,31.5,27
05-03-2025,PHC003,MED004,250,55,114,28.7,35
06-03-2025,PHC003,MED004,196,54,95,33.5,28
07-03-2025,PHC003,MED004,676,56,106,30.1,27
08-03-2025,PHC003,MED004,585,91,137,26.9,24
09-03-2025,PHC003,MED004,515,70,128,25,35
10-03-2025,PHC003,MED004,449,66,120,27.2,32
11-03-2025,PHC003,MED004,396,53,114,31.1,28
12-03-2025,PHC003,MED004,329,67,119,22.2,30
13-03-2025,PHC003,MED004,268,61,92,32.8,24
14-03-2025,PHC003,MED004,852,68,105,34.8,30
15-03-2025,PHC003,MED004,765,87,127,22.3,32
16-03-2025,PHC003,MED004,671,94,139,23.7,30
17-03-2025,PHC003,MED004,607,64,112,33.9,23
18-03-2025,PHC003,MED004,546,61,104,22.8,31
19-03-2025,PHC003,MED004,453,93,138,26.6,34
20-03-2025,PHC003,MED004,388,65,105,22.2,24
21-03-2025,PHC003,MED004,329,59,111,27.7,27
22-03-2025,PHC003,MED004,248,81,123,27.2,27
23-03-2025,PHC003,MED004,661,84,133,24.1,29
24-03-2025,PHC003,MED004,600,61,107,26.3,24
25-03-2025,PHC003,MED004,532,68,111,20.2,21
26-03-2025,PHC003,MED004,473,59,103,33.4,32
27-03-2025,PHC003,MED004,421,52,106,27,37
28-03-2025,PHC003,MED004,367,54,107,34.7,22
29-03-2025,PHC003,MED004,764,102,149,30.6,32
30-03-2025,PHC003,MED004,691,73,117,22.3,28
31-03-2025,PHC003,MED004,632,59,93,22.1,13
01-04-2025,PHC003,MED004,557,75,114,33.9,21
02-04-2025,PHC003,MED004,489,68,121,29.1,17
03-04-2025,PHC003,MED004,426,63,120,27.6,37
04-04-2025,PHC003,MED004,379,47,100,28.7,22
05-04-2025,PHC003,MED004,302,77,102,21,20
06-04-2025,PHC003,MED004,850,99,131,27.5,33
07-04-2025,PHC003,MED004,800,50,84,34.7,22
08-04-2025,PHC003,MED004,739,61,87,22.6,22
09-04-2025,PHC003,MED004,656,83,129,26.3,26
10-04-2025,PHC003,MED004,579,77,118,21.1,36
11-04-2025,PHC003,MED004,510,69,111,32.6,20
12-04-2025,PHC003,MED004,441,69,120,34.8,28
13-04-2025,PHC003,MED004,372,69,117,23.8,27
14-04-2025,PHC003,MED004,303,69,114,32.2,29
15-04-2025,PHC003,MED004,246,57,113,28.7,25
16-04-2025,PHC003,MED004,666,64,93,33.4,25
17-04-2025,PHC003,MED004,608,58,112,33,21
18-04-2025,PHC003,MED004,537,71,129,27.9,40
19-04-2025,PHC003,MED004,460,77,130,32.4,35
20-04-2025,PHC003,MED004,387,73,126,32,39
21-04-2025,PHC003,MED004,338,49,90,33.1,25
22-04-2025,PHC003,MED004,276,62,106,27.5,24
23-04-2025,PHC003,MED004,922,78,127,20.3,33
24-04-2025,PHC003,MED004,854,68,98,21,24
25-04-2025,PHC003,MED004,790,64,137,21.1,24
26-04-2025,PHC003,MED004,718,72,113,26,33
27-04-2025,PHC003,MED004,644,74,148,21.7,39
28-04-2025,PHC003,MED004,573,71,116,25.1,28
29-04-2025,PHC003,MED004,502,71,109,31.5,31
30-04-2025,PHC003,MED004,448,54,124,30,29
01-05-2025,PHC003,MED004,368,80,117,21.1,26
02-05-2025,PHC003,MED004,325,43,99,20.5,22
03-05-2025,PHC003,MED004,808,99,162,29,39
04-05-2025,PHC003,MED004,730,78,122,30.8,27
05-05-2025,PHC003,MED004,667,63,123,23.4,34
06-05-2025,PHC003,MED004,615,52,123,23.4,32
07-05-2025,PHC003,MED004,549,66,113,31.7,27
08-05-2025,PHC003,MED004,468,81,129,20.3,26
09-05-2025,PHC003,MED004,408,60,95,25.7,24
10-05-2025,PHC003,MED004,317,91,143,21.8,33
11-05-2025,PHC003,MED004,261,56,102,25.3,18
12-05-2025,PHC003,MED004,690,82,137,20.2,34
13-05-2025,PHC003,MED004,649,41,109,31.9,16
14-05-2025,PHC003,MED004,597,52,90,32.2,30
15-05-2025,PHC003,MED004,524,73,116,22.7,30
16-05-2025,PHC003,MED004,464,60,113,24.4,26
17-05-2025,PHC003,MED004,383,81,113,21.8,24
18-05-2025,PHC003,MED004,299,84,131,31,27
19-05-2025,PHC003,MED004,251,48,89,23.3,30
20-05-2025,PHC003,MED004,212,39,75,29.8,19
21-05-2025,PHC003,MED004,918,55,98,30.5,23
22-05-2025,PHC003,MED004,844,74,109,27.3,16
23-05-2025,PHC003,MED004,771,73,139,32.6,39
24-05-2025,PHC003,MED004,689,82,124,30.9,28
25-05-2025,PHC003,MED004,619,70,127,23.5,30
26-05-2025,PHC003,MED004,549,70,119,32.5,30
27-05-2025,PHC003,MED004,483,66,107,24.5,33
28-05-2025,PHC003,MED004,425,58,108,20.3,30
29-05-2025,PHC003,MED004,374,51,98,23.4,28
30-05-2025,PHC003,MED004,302,72,125,20.5,24
31-05-2025,PHC003,MED004,945,81,129,33.7,20
01-06-2025,PHC003,MED004,883,62,112,28.9,35
02-06-2025,PHC003,MED004,830,53,110,32.4,22
03-06-2025,PHC003,MED004,779,51,116,20.9,27
04-06-2025,PHC003,MED004,719,60,121,30.8,33
05-06-2025,PHC003,MED004,675,44,83,28.6,25
06-06-2025,PHC003,MED004,631,44,93,22.4,20
07-06-2025,PHC003,MED004,542,89,143,20.2,38
08-06-2025,PHC003,MED004,454,88,137,21.3,22
09-06-2025,PHC003,MED004,375,79,128,29.2,29
10-06-2025,PHC003,MED004,318,57,95,31.7,29
11-06-2025,PHC003,MED004,262,56,90,24.8,27
12-06-2025,PHC003,MED004,208,54,109,26.9,30
13-06-2025,PHC003,MED004,555,64,116,32.7,34
14-06-2025,PHC003,MED004,475,80,109,21.2,30
15-06-2025,PHC003,MED004,402,73,115,23.9,33
16-06-2025,PHC003,MED004,337,65,112,27.4,24
17-06-2025,PHC003,MED004,277,60,119,23.5,34
18-06-2025,PHC003,MED004,223,54,104,27.6,23
19-06-2025,PHC003,MED004,591,64,114,34.3,25
20-06-2025,PHC003,MED004,520,71,112,32.7,27
21-06-2025,PHC003,MED004,444,76,111,21.6,31
22-06-2025,PHC003,MED004,360,84,119,21.2,29
23-06-2025,PHC003,MED004,297,63,128,21.1,35
24-06-2025,PHC003,MED004,244,53,99,20.4,26
25-06-2025,PHC003,MED004,187,57,101,25.6,35
26-06-2025,PHC003,MED004,496,67,121,20.5,28
27-06-2025,PHC003,MED004,426,70,119,29.1,30
28-06-2025,PHC003,MED004,350,76,132,31.7,27
29-06-2025,PHC003,MED004,574,92,125,32.5,29
01-01-2025,PHC003,MED005,1130,42,107,35,21
02-01-2025,PHC003,MED005,1089,41,112,27.6,31
03-01-2025,PHC003,MED005,1054,35,93,26.3,20
04-01-2025,PHC003,MED005,1011,43,97,27.1,22
05-01-2025,PHC003,MED005,960,51,110,24,26
06-01-2025,PHC003,MED005,918,42,99,31.5,24
07-01-2025,PHC003,MED005,877,41,99,31.2,28
08-01-2025,PHC003,MED005,843,34,117,25.4,28
09-01-2025,PHC003,MED005,808,35,99,33.7,29
10-01-2025,PHC003,MED005,770,38,93,28.5,18
11-01-2025,PHC003,MED005,710,60,130,28.1,30
12-01-2025,PHC003,MED005,661,49,111,23.9,25
13-01-2025,PHC003,MED005,632,29,107,21.2,30
14-01-2025,PHC003,MED005,584,48,130,31.6,26
15-01-2025,PHC003,MED005,527,57,134,20.2,27
16-01-2025,PHC003,MED005,484,43,118,31.1,18
17-01-2025,PHC003,MED005,445,39,112,26.5,28
18-01-2025,PHC003,MED005,399,46,84,33.8,27
19-01-2025,PHC003,MED005,346,53,138,26,31
20-01-2025,PHC003,MED005,298,48,101,33.5,33
21-01-2025,PHC003,MED005,254,44,92,34.9,19
22-01-2025,PHC003,MED005,202,52,116,26.1,25
23-01-2025,PHC003,MED005,171,31,82,24.3,23
24-01-2025,PHC003,MED005,896,54,111,33.7,31
25-01-2025,PHC003,MED005,849,47,117,20.1,29
26-01-2025,PHC003,MED005,793,56,114,22.7,24
27-01-2025,PHC003,MED005,748,45,107,31.6,22
28-01-2025,PHC003,MED005,693,55,127,27.9,37
29-01-2025,PHC003,MED005,667,26,75,24.3,18
30-01-2025,PHC003,MED005,615,52,126,34.2,32
31-01-2025,PHC003,MED005,569,46,127,26.5,26
01-02-2025,PHC003,MED005,493,76,156,22.5,37
02-02-2025,PHC003,MED005,432,61,122,23.4,36
03-02-2025,PHC003,MED005,369,63,141,21.6,34
04-02-2025,PHC003,MED005,332,37,111,21.4,31
05-02-2025,PHC003,MED005,286,46,104,20.6,29
06-02-2025,PHC003,MED005,249,37,124,22.9,27
07-02-2025,PHC003,MED005,202,47,112,34.2,25
08-02-2025,PHC003,MED005,165,37,111,21.9,30
09-02-2025,PHC003,MED005,875,45,136,21.8,31
10-02-2025,PHC003,MED005,828,47,99,33,26
11-02-2025,PHC003,MED005,782,46,108,21.2,30
12-02-2025,PHC003,MED005,741,41,116,24.9,21
13-02-2025,PHC003,MED005,702,39,109,31.7,23
14-02-2025,PHC003,MED005,671,31,106,33.9,22
15-02-2025,PHC003,MED005,613,58,140,32.6,36
16-02-2025,PHC003,MED005,563,50,110,20.5,18
17-02-2025,PHC003,MED005,516,47,108,34.1,30
18-02-2025,PHC003,MED005,471,45,104,22.3,22
19-02-2025,PHC003,MED005,433,38,87,33.1,21
20-02-2025,PHC003,MED005,374,59,138,31.2,31
21-02-2025,PHC003,MED005,330,44,110,22.7,24
22-02-2025,PHC003,MED005,284,46,116,25.7,30
23-02-2025,PHC003,MED005,229,55,115,22.7,21
24-02-2025,PHC003,MED005,195,34,106,24.4,29
25-02-2025,PHC003,MED005,494,50,112,27.2,24
26-02-2025,PHC003,MED005,445,49,117,33.5,41
27-02-2025,PHC003,MED005,405,40,94,26.4,19
28-02-2025,PHC003,MED005,356,49,126,29.9,42
01-03-2025,PHC003,MED005,277,79,138,32.6,41
02-03-2025,PHC003,MED005,210,67,139,30.3,29
03-03-2025,PHC003,MED005,744,53,112,26.1,30
04-03-2025,PHC003,MED005,706,38,111,24.8,23
05-03-2025,PHC003,MED005,652,54,120,24,21
06-03-2025,PHC003,MED005,612,40,108,32.3,22
07-03-2025,PHC003,MED005,565,47,124,23.1,28
08-03-2025,PHC003,MED005,524,41,100,29.2,16
09-03-2025,PHC003,MED005,458,66,144,32,43
10-03-2025,PHC003,MED005,407,51,129,33.7,36
11-03-2025,PHC003,MED005,376,31,91,25.4,19
12-03-2025,PHC003,MED005,329,47,112,28,30
13-03-2025,PHC003,MED005,299,30,101,25,28
14-03-2025,PHC003,MED005,252,47,115,34.1,36
15-03-2025,PHC003,MED005,195,57,127,26,33
16-03-2025,PHC003,MED005,566,55,117,24.5,29
17-03-2025,PHC003,MED005,510,56,135,32.2,41
18-03-2025,PHC003,MED005,463,47,99,32.3,28
19-03-2025,PHC003,MED005,425,38,89,30.6,27
20-03-2025,PHC003,MED005,393,32,109,31.1,26
21-03-2025,PHC003,MED005,348,45,101,25.9,30
22-03-2025,PHC003,MED005,294,54,141,31.8,26
23-03-2025,PHC003,MED005,221,73,137,21.5,32
24-03-2025,PHC003,MED005,172,49,129,25.6,30
25-03-2025,PHC003,MED005,782,49,114,24.3,25
26-03-2025,PHC003,MED005,746,36,99,20.3,23
27-03-2025,PHC003,MED005,696,50,110,21.6,23
28-03-2025,PHC003,MED005,647,49,116,26,42
29-03-2025,PHC003,MED005,584,63,140,25,28
30-03-2025,PHC003,MED005,508,76,141,21.4,22
31-03-2025,PHC003,MED005,451,57,136,22.1,30
01-04-2025,PHC003,MED005,417,34,97,30.8,20
02-04-2025,PHC003,MED005,381,36,105,24.7,26
03-04-2025,PHC003,MED005,345,36,105,24.8,28
04-04-2025,PHC003,MED005,305,40,103,31.3,33
05-04-2025,PHC003,MED005,250,55,131,24.7,26
06-04-2025,PHC003,MED005,206,44,115,32.9,27
07-04-2025,PHC003,MED005,163,43,116,21.6,28
08-04-2025,PHC003,MED005,128,35,96,31.2,24
09-04-2025,PHC003,MED005,463,52,118,34.6,34
10-04-2025,PHC003,MED005,423,40,113,22.1,23
11-04-2025,PHC003,MED005,361,62,121,20.1,26
12-04-2025,PHC003,MED005,306,55,159,24.1,37
13-04-2025,PHC003,MED005,252,54,112,28.5,37
14-04-2025,PHC003,MED005,214,38,120,34.3,26
15-04-2025,PHC003,MED005,175,39,95,27.1,28
16-04-2025,PHC003,MED005,146,29,123,33.9,30
17-04-2025,PHC003,MED005,639,47,122,27.1,37
18-04-2025,PHC003,MED005,585,54,118,24.7,42
19-04-2025,PHC003,MED005,523,62,135,28.1,40
20-04-2025,PHC003,MED005,461,62,131,25.3,29
21-04-2025,PHC003,MED005,417,44,100,29.4,23
22-04-2025,PHC003,MED005,384,33,104,28.8,30
23-04-2025,PHC003,MED005,343,41,102,26,32
24-04-2025,PHC003,MED005,293,50,128,22.3,30
25-04-2025,PHC003,MED005,241,52,108,23.9,22
26-04-2025,PHC003,MED005,181,60,142,25,28
27-04-2025,PHC003,MED005,756,67,129,24.2,25
28-04-2025,PHC003,MED005,724,32,81,20,23
29-04-2025,PHC003,MED005,680,44,111,33.9,31
30-04-2025,PHC003,MED005,637,43,104,21.2,25
01-05-2025,PHC003,MED005,598,39,118,32.1,28
02-05-2025,PHC003,MED005,545,53,117,23.6,26
03-05-2025,PHC003,MED005,505,40,106,30.6,31
04-05-2025,PHC003,MED005,436,69,149,29.1,36
05-05-2025,PHC003,MED005,393,43,112,29.5,30
06-05-2025,PHC003,MED005,345,48,118,30.4,24
07-05-2025,PHC003,MED005,304,41,110,33.5,30
08-05-2025,PHC003,MED005,271,33,102,31.6,32
09-05-2025,PHC003,MED005,224,47,101,29.3,29
10-05-2025,PHC003,MED005,173,51,102,34,27
11-05-2025,PHC003,MED005,576,65,136,25.4,33
12-05-2025,PHC003,MED005,522,54,128,23.8,35
13-05-2025,PHC003,MED005,472,50,128,20.5,28
14-05-2025,PHC003,MED005,419,53,126,23.8,38
15-05-2025,PHC003,MED005,381,38,81,32.3,10
16-05-2025,PHC003,MED005,348,33,83,27.4,27
17-05-2025,PHC003,MED005,303,45,96,31.3,25
18-05-2025,PHC003,MED005,244,59,122,22.3,40
19-05-2025,PHC003,MED005,210,34,107,22,16
20-05-2025,PHC003,MED005,506,53,124,20.9,37
21-05-2025,PHC003,MED005,464,42,117,32.8,26
22-05-2025,PHC003,MED005,422,42,89,33.5,18
23-05-2025,PHC003,MED005,375,47,117,34.8,27
24-05-2025,PHC003,MED005,321,54,112,26.2,35
25-05-2025,PHC003,MED005,262,59,123,22.9,29
26-05-2025,PHC003,MED005,217,45,101,20.7,24
27-05-2025,PHC003,MED005,185,32,92,26.1,18
28-05-2025,PHC003,MED005,150,35,88,28.4,26
29-05-2025,PHC003,MED005,432,63,122,32.5,34
30-05-2025,PHC003,MED005,377,55,127,30.9,33
31-05-2025,PHC003,MED005,317,60,134,34.5,39
01-06-2025,PHC003,MED005,268,49,100,21.2,25
02-06-2025,PHC003,MED005,233,35,108,32.6,23
03-06-2025,PHC003,MED005,195,38,84,22,24
04-06-2025,PHC003,MED005,556,54,132,22.7,35
05-06-2025,PHC003,MED005,513,43,120,23,32
06-06-2025,PHC003,MED005,462,51,121,26.6,29
07-06-2025,PHC003,MED005,392,70,134,27.8,27
08-06-2025,PHC003,MED005,321,71,137,22.6,27
09-06-2025,PHC003,MED005,275,46,103,34.9,29
10-06-2025,PHC003,MED005,241,34,90,30.2,25
11-06-2025,PHC003,MED005,194,47,123,31.1,36
12-06-2025,PHC003,MED005,151,43,107,23.2,32
13-06-2025,PHC003,MED005,649,45,121,29.5,35
14-06-2025,PHC003,MED005,592,57,139,25.6,39
15-06-2025,PHC003,MED005,525,67,140,29.4,42
16-06-2025,PHC003,MED005,484,41,111,26.3,27
17-06-2025,PHC003,MED005,424,60,128,24.6,40
18-06-2025,PHC003,MED005,382,42,100,20.3,25
19-06-2025,PHC003,MED005,346,36,94,26,18
20-06-2025,PHC003,MED005,304,42,115,25.6,25
21-06-2025,PHC003,MED005,905,89,145,33.2,32
22-06-2025,PHC003,MED005,837,68,157,21.6,34
23-06-2025,PHC003,MED005,793,44,115,22.5,22
24-06-2025,PHC003,MED005,748,45,116,29,32
25-06-2025,PHC003,MED005,712,36,92,22.1,29
26-06-2025,PHC003,MED005,665,47,96,20.8,16
27-06-2025,PHC003,MED005,609,56,124,25.9,33
28-06-2025,PHC003,MED005,556,53,105,23,28
29-06-2025,PHC003,MED005,476,80,137,26.5,38
01-01-2025,PHC004,MED001,564,93,109,25.6,18
02-01-2025,PHC004,MED001,442,122,122,30.5,23
03-01-2025,PHC004,MED001,664,127,139,32.5,30
04-01-2025,PHC004,MED001,528,136,114,34,25
05-01-2025,PHC004,MED001,401,127,127,24.2,34
06-01-2025,PHC004,MED001,318,83,93,25.2,18
07-01-2025,PHC004,MED001,633,105,101,20.4,13
08-01-2025,PHC004,MED001,512,121,114,32.3,25
09-01-2025,PHC004,MED001,416,96,101,33.7,19
10-01-2025,PHC004,MED001,767,122,114,26.5,29
11-01-2025,PHC004,MED001,627,140,131,22.3,34
12-01-2025,PHC004,MED001,833,185,159,34.3,35
13-01-2025,PHC004,MED001,707,126,132,32.5,39
14-01-2025,PHC004,MED001,591,116,122,32.9,29
15-01-2025,PHC004,MED001,482,109,121,24.8,29
16-01-2025,PHC004,MED001,362,120,114,34.4,22
17-01-2025,PHC004,MED001,872,99,99,24.5,29
18-01-2025,PHC004,MED001,731,141,160,27.5,43
19-01-2025,PHC004,MED001,554,177,143,32.7,28
20-01-2025,PHC004,MED001,418,136,119,31.4,32
21-01-2025,PHC004,MED001,700,150,124,20.1,29
22-01-2025,PHC004,MED001,559,141,113,30.9,31
23-01-2025,PHC004,MED001,427,132,116,24.2,29
24-01-2025,PHC004,MED001,694,162,132,30.3,25
25-01-2025,PHC004,MED001,540,154,118,31.5,32
26-01-2025,PHC004,MED001,804,188,140,26.7,33
27-01-2025,PHC004,MED001,671,133,107,25.4,21
28-01-2025,PHC004,MED001,532,139,126,21.4,31
29-01-2025,PHC004,MED001,415,117,117,26.5,22
30-01-2025,PHC004,MED001,987,155,160,32.4,38
31-01-2025,PHC004,MED001,832,155,146,28.5,32
01-02-2025,PHC004,MED001,668,164,142,30.9,42
02-02-2025,PHC004,MED001,514,154,141,27.7,33
03-02-2025,PHC004,MED001,418,96,107,26,23
04-02-2025,PHC004,MED001,1059,126,130,30.8,40
05-02-2025,PHC004,MED001,945,114,114,22.9,26
06-02-2025,PHC004,MED001,822,123,119,27.7,33
07-02-2025,PHC004,MED001,725,97,111,27.1,29
08-02-2025,PHC004,MED001,564,161,139,31.2,29
09-02-2025,PHC004,MED001,441,123,126,33.6,28
10-02-2025,PHC004,MED001,679,128,115,26.1,25
11-02-2025,PHC004,MED001,541,138,122,31.9,29
12-02-2025,PHC004,MED001,428,113,116,23.4,27
13-02-2025,PHC004,MED001,332,96,110,29.1,21
14-02-2025,PHC004,MED001,825,92,105,28.9,27
15-02-2025,PHC004,MED001,668,157,134,25.2,38
16-02-2025,PHC004,MED001,518,150,123,31.1,32
17-02-2025,PHC004,MED001,1121,133,143,20.5,33
18-02-2025,PHC004,MED001,998,123,115,27.3,27
19-02-2025,PHC004,MED001,893,105,120,24.6,29
20-02-2025,PHC004,MED001,759,134,120,27,24
21-02-2025,PHC004,MED001,633,126,137,26.2,29
22-02-2025,PHC004,MED001,960,165,141,24.3,26
23-02-2025,PHC004,MED001,853,107,93,29.1,25
24-02-2025,PHC004,MED001,704,149,124,23.3,29
25-02-2025,PHC004,MED001,572,132,119,31.7,31
26-02-2025,PHC004,MED001,448,124,119,26.1,24
27-02-2025,PHC004,MED001,345,103,105,25.4,22
28-02-2025,PHC004,MED001,765,154,145,34.4,42
01-03-2025,PHC004,MED001,616,149,125,26.1,27
02-03-2025,PHC004,MED001,945,175,139,33.9,30
03-03-2025,PHC004,MED001,784,161,146,25,35
04-03-2025,PHC004,MED001,691,93,111,33.6,28
05-03-2025,PHC004,MED001,562,129,135,29.5,38
06-03-2025,PHC004,MED001,433,129,114,29.3,26
07-03-2025,PHC004,MED001,350,83,120,24.9,28
08-03-2025,PHC004,MED001,859,171,138,27.1,40
09-03-2025,PHC004,MED001,715,144,146,25.8,29
10-03-2025,PHC004,MED001,627,88,110,33.7,27
11-03-2025,PHC004,MED001,485,142,126,30.7,31
12-03-2025,PHC004,MED001,879,141,123,21,33
13-03-2025,PHC004,MED001,735,144,124,34.8,31
14-03-2025,PHC004,MED001,586,149,132,27.5,20
15-03-2025,PHC004,MED001,906,216,151,22.4,32
16-03-2025,PHC004,MED001,755,151,137,31.2,32
17-03-2025,PHC004,MED001,650,105,106,25.8,20
18-03-2025,PHC004,MED001,544,106,128,33.3,19
19-03-2025,PHC004,MED001,454,90,115,30.7,16
20-03-2025,PHC004,MED001,350,104,94,20.9,27
21-03-2025,PHC004,MED001,1031,93,94,26,23
22-03-2025,PHC004,MED001,886,145,117,26.4,28
23-03-2025,PHC004,MED001,677,209,144,31.3,35
24-03-2025,PHC004,MED001,565,112,127,26.2,33
25-03-2025,PHC004,MED001,424,141,148,21.5,37
26-03-2025,PHC004,MED001,747,110,116,33.5,27
27-03-2025,PHC004,MED001,602,145,121,25,26
28-03-2025,PHC004,MED001,481,121,109,24.1,28
29-03-2025,PHC004,MED001,901,168,140,33.2,33
30-03-2025,PHC004,MED001,729,172,130,34.2,35
31-03-2025,PHC004,MED001,580,149,138,24.4,29
01-04-2025,PHC004,MED001,469,111,119,22.2,22
02-04-2025,PHC004,MED001,798,126,134,23.2,32
03-04-2025,PHC004,MED001,709,89,122,25.5,31
04-04-2025,PHC004,MED001,595,114,119,33.5,24
05-04-2025,PHC004,MED001,935,153,160,28.8,38
06-04-2025,PHC004,MED001,796,139,138,22.5,38
07-04-2025,PHC004,MED001,656,140,111,33.5,27
08-04-2025,PHC004,MED001,524,132,123,23.4,28
09-04-2025,PHC004,MED001,417,107,116,31.8,37
10-04-2025,PHC004,MED001,1032,115,109,33.6,16
11-04-2025,PHC004,MED001,894,138,120,31.8,20
12-04-2025,PHC004,MED001,748,146,124,29.4,30
13-04-2025,PHC004,MED001,1104,219,155,24.1,36
14-04-2025,PHC004,MED001,1017,87,113,20.8,37
15-04-2025,PHC004,MED001,908,109,110,23.8,25
16-04-2025,PHC004,MED001,817,91,97,30.3,22
17-04-2025,PHC004,MED001,705,112,116,29.1,29
18-04-2025,PHC004,MED001,560,145,118,21,32
19-04-2025,PHC004,MED001,973,184,153,20.9,34
20-04-2025,PHC004,MED001,786,187,158,33.2,37
21-04-2025,PHC004,MED001,656,130,145,21.1,39
22-04-2025,PHC004,MED001,529,127,122,28.8,28
23-04-2025,PHC004,MED001,442,87,110,20.1,25
24-04-2025,PHC004,MED001,922,121,134,29.6,32
25-04-2025,PHC004,MED001,763,159,127,26.8,25
26-04-2025,PHC004,MED001,611,152,138,22.6,29
27-04-2025,PHC004,MED001,477,134,120,34.3,29
28-04-2025,PHC004,MED001,764,171,149,28.4,37
29-04-2025,PHC004,MED001,642,122,115,31.3,27
30-04-2025,PHC004,MED001,525,117,122,27.4,35
01-05-2025,PHC004,MED001,849,151,131,30.1,40
02-05-2025,PHC004,MED001,732,117,137,22.7,30
03-05-2025,PHC004,MED001,590,142,143,23.2,27
04-05-2025,PHC004,MED001,1049,153,138,24.5,32
05-05-2025,PHC004,MED001,921,128,126,24.9,38
06-05-2025,PHC004,MED001,782,139,134,29.9,34
